Zone,Times,InCount,OutCount
O'Connell Street at Easons,31/12/2013 05:00:00,33,22
O'Connell Street at Easons,31/12/2013 06:00:00,161,88
O'Connell Street at Easons,31/12/2013 07:00:00,249,243
O'Connell Street at Easons,31/12/2013 08:00:00,330,388
O'Connell Street at Easons,31/12/2013 09:00:00,462,602
O'Connell Street at Easons,31/12/2013 10:00:00,780,980
O'Connell Street at Easons,31/12/2013 11:00:00,1063,1230
O'Connell Street at Easons,31/12/2013 12:00:00,1332,1539
O'Connell Street at Easons,31/12/2013 13:00:00,1464,1710
O'Connell Street at Easons,31/12/2013 14:00:00,1393,1700
O'Connell Street at Easons,31/12/2013 15:00:00,1550,1846
O'Connell Street at Easons,31/12/2013 16:00:00,1508,2012
O'Connell Street at Easons,31/12/2013 17:00:00,1578,1801
O'Connell Street at Easons,31/12/2013 18:00:00,1312,1180
O'Connell Street at Easons,31/12/2013 19:00:00,984,916
O'Connell Street at Easons,31/12/2013 20:00:00,896,961
O'Connell Street at Easons,31/12/2013 21:00:00,916,684
O'Connell Street at Easons,31/12/2013 22:00:00,969,628
O'Connell Street at Easons,31/12/2013 23:00:00,774,532
Henry Street at Butlers,31/12/2013 00:00:00,95,338
Henry Street at Butlers,31/12/2013 01:00:00,32,203
Henry Street at Butlers,31/12/2013 02:00:00,21,184
Henry Street at Butlers,31/12/2013 03:00:00,13,157
Henry Street at Butlers,31/12/2013 04:00:00,13,80
Henry Street at Butlers,31/12/2013 05:00:00,33,22
Henry Street at Butlers,31/12/2013 06:00:00,161,88
Henry Street at Butlers,31/12/2013 07:00:00,249,243
Henry Street at Butlers,31/12/2013 08:00:00,330,388
Henry Street at Butlers,31/12/2013 09:00:00,462,602
Henry Street at Butlers,31/12/2013 10:00:00,780,980
Henry Street at Butlers,31/12/2013 11:00:00,1063,1230
Henry Street at Butlers,31/12/2013 12:00:00,1332,1539
Henry Street at Butlers,31/12/2013 13:00:00,1464,1710
Henry Street at Butlers,31/12/2013 14:00:00,1393,1700
Henry Street at Butlers,31/12/2013 15:00:00,1550,1846
Henry Street at Butlers,31/12/2013 16:00:00,1508,2012
Henry Street at Butlers,31/12/2013 17:00:00,1578,1801
Henry Street at Butlers,31/12/2013 18:00:00,1312,1180
Henry Street at Butlers,31/12/2013 19:00:00,984,916
Henry Street at Butlers,31/12/2013 20:00:00,896,961
Henry Street at Butlers,31/12/2013 21:00:00,916,684
Henry Street at Butlers,31/12/2013 22:00:00,969,628
Henry Street at Butlers,31/12/2013 23:00:00,774,532
South William St,31/12/2013 00:00:00,52,40
South William St,31/12/2013 01:00:00,34,10
South William St,31/12/2013 02:00:00,18,9
South William St,31/12/2013 03:00:00,6,5
South William St,31/12/2013 04:00:00,3,3
South William St,31/12/2013 05:00:00,0,2
South William St,31/12/2013 06:00:00,1,5
South William St,31/12/2013 07:00:00,14,42
South William St,31/12/2013 08:00:00,49,85
South William St,31/12/2013 09:00:00,50,98
South William St,31/12/2013 10:00:00,95,115
South William St,31/12/2013 11:00:00,220,284
South William St,31/12/2013 12:00:00,289,373
South William St,31/12/2013 13:00:00,340,372
South William St,31/12/2013 14:00:00,354,365
South William St,31/12/2013 15:00:00,358,409
South William St,31/12/2013 16:00:00,310,372
South William St,31/12/2013 17:00:00,284,248
South William St,31/12/2013 18:00:00,258,273
South William St,31/12/2013 19:00:00,372,197
South William St,31/12/2013 20:00:00,245,258
South William St,31/12/2013 21:00:00,257,207
South William St,31/12/2013 22:00:00,221,320
South William St,31/12/2013 23:00:00,209,265
Dublin BID,1/1/2014 0:00:00,54,89
Dublin BID,1/1/2014 1:00:00,19,36
Dublin BID,1/1/2014 2:00:00,5,28
Dublin BID,1/1/2014 3:00:00,5,18
Dublin BID,1/1/2014 4:00:00,5,16
Dublin BID,1/1/2014 5:00:00,16,9
Dublin BID,1/1/2014 6:00:00,89,28
Dublin BID,1/1/2014 7:00:00,353,169
Dublin BID,1/1/2014 8:00:00,495,261
Dublin BID,1/1/2014 9:00:00,466,358
Dublin BID,1/1/2014 10:00:00,544,435
Dublin BID,1/1/2014 11:00:00,599,495
Dublin BID,1/1/2014 12:00:00,704,593
Dublin BID,1/1/2014 13:00:00,833,683
Dublin BID,1/1/2014 14:00:00,836,695
Dublin BID,1/1/2014 15:00:00,800,609
Dublin BID,1/1/2014 16:00:00,877,641
Dublin BID,1/1/2014 17:00:00,865,675
Dublin BID,1/1/2014 18:00:00,957,664
Dublin BID,1/1/2014 19:00:00,577,456
Dublin BID,1/1/2014 20:00:00,384,321
Dublin BID,1/1/2014 21:00:00,259,251
Dublin BID,1/1/2014 22:00:00,247,227
Dublin BID,1/1/2014 23:00:00,134,138
South King St,1/1/2014 0:00:00,438,363
South King St,1/1/2014 1:00:00,407,279
South King St,1/1/2014 2:00:00,442,244
South King St,1/1/2014 3:00:00,277,198
South King St,1/1/2014 4:00:00,124,152
South King St,1/1/2014 5:00:00,26,50
South King St,1/1/2014 6:00:00,20,24
South King St,1/1/2014 7:00:00,33,33
South King St,1/1/2014 8:00:00,68,40
South King St,1/1/2014 9:00:00,76,48
South King St,1/1/2014 10:00:00,86,86
South King St,1/1/2014 11:00:00,238,137
South King St,1/1/2014 12:00:00,634,414
South King St,1/1/2014 13:00:00,734,654
South King St,1/1/2014 14:00:00,612,665
South King St,1/1/2014 15:00:00,818,823
South King St,1/1/2014 16:00:00,779,1169
South King St,1/1/2014 17:00:00,741,825
South King St,1/1/2014 18:00:00,546,507
South King St,1/1/2014 19:00:00,218,402
South King St,1/1/2014 20:00:00,151,272
South King St,1/1/2014 21:00:00,133,508
South King St,1/1/2014 22:00:00,84,78
South King St,1/1/2014 23:00:00,69,78
South Great Georges,1/1/2014 0:00:00,352,926
South Great Georges,1/1/2014 1:00:00,421,833
South Great Georges,1/1/2014 2:00:00,494,740
South Great Georges,1/1/2014 3:00:00,313,593
South Great Georges,1/1/2014 4:00:00,129,281
South Great Georges,1/1/2014 5:00:00,62,59
South Great Georges,1/1/2014 6:00:00,36,31
South Great Georges,1/1/2014 7:00:00,47,38
South Great Georges,1/1/2014 8:00:00,31,31
South Great Georges,1/1/2014 9:00:00,35,35
South Great Georges,1/1/2014 10:00:00,80,88
South Great Georges,1/1/2014 11:00:00,126,63
South Great Georges,1/1/2014 12:00:00,156,143
South Great Georges,1/1/2014 13:00:00,272,266
South Great Georges,1/1/2014 14:00:00,344,349
South Great Georges,1/1/2014 15:00:00,384,474
South Great Georges,1/1/2014 16:00:00,312,525
South Great Georges,1/1/2014 17:00:00,307,536
South Great Georges,1/1/2014 18:00:00,280,454
South Great Georges,1/1/2014 19:00:00,260,318
South Great Georges,1/1/2014 20:00:00,214,289
South Great Georges,1/1/2014 21:00:00,166,171
South Great Georges,1/1/2014 22:00:00,143,219
South Great Georges,1/1/2014 23:00:00,126,180
Talbot St,1/1/2014 0:00:00,78,296
Talbot St,1/1/2014 1:00:00,77,329
Talbot St,1/1/2014 2:00:00,36,233
Talbot St,1/1/2014 3:00:00,39,253
Talbot St,1/1/2014 4:00:00,23,151
Talbot St,1/1/2014 5:00:00,22,56
Talbot St,1/1/2014 6:00:00,14,28
Talbot St,1/1/2014 7:00:00,27,22
Talbot St,1/1/2014 8:00:00,56,25
Talbot St,1/1/2014 9:00:00,88,55
Talbot St,1/1/2014 10:00:00,162,63
Talbot St,1/1/2014 11:00:00,183,92
Talbot St,1/1/2014 12:00:00,231,272
Talbot St,1/1/2014 13:00:00,287,288
Talbot St,1/1/2014 14:00:00,282,357
Talbot St,1/1/2014 15:00:00,252,423
Talbot St,1/1/2014 16:00:00,460,756
Talbot St,1/1/2014 17:00:00,560,912
Talbot St,1/1/2014 18:00:00,621,826
Talbot St,1/1/2014 19:00:00,441,538
Talbot St,1/1/2014 20:00:00,199,236
Talbot St,1/1/2014 21:00:00,90,206
Talbot St,1/1/2014 22:00:00,84,206
Talbot St,1/1/2014 23:00:00,47,144
Mary St,1/1/2014 0:00:00,126,61
Mary St,1/1/2014 1:00:00,78,80
Mary St,1/1/2014 2:00:00,76,62
Mary St,1/1/2014 3:00:00,123,44
Mary St,1/1/2014 4:00:00,56,24
Mary St,1/1/2014 5:00:00,26,14
Mary St,1/1/2014 6:00:00,26,23
Mary St,1/1/2014 7:00:00,9,28
Mary St,1/1/2014 8:00:00,19,32
Mary St,1/1/2014 9:00:00,30,42
Mary St,1/1/2014 10:00:00,96,108
Mary St,1/1/2014 11:00:00,241,197
Mary St,1/1/2014 12:00:00,526,473
Mary St,1/1/2014 13:00:00,791,701
Mary St,1/1/2014 14:00:00,999,923
Mary St,1/1/2014 15:00:00,1051,972
Mary St,1/1/2014 16:00:00,954,840
Mary St,1/1/2014 17:00:00,798,727
Mary St,1/1/2014 18:00:00,449,262
Mary St,1/1/2014 19:00:00,168,204
Mary St,1/1/2014 20:00:00,168,154
Mary St,1/1/2014 21:00:00,86,64
Mary St,1/1/2014 22:00:00,60,53
Mary St,1/1/2014 23:00:00,33,38
Moore St,1/1/2014 0:00:00,84,156
Moore St,1/1/2014 1:00:00,63,146
Moore St,1/1/2014 2:00:00,65,126
Moore St,1/1/2014 3:00:00,81,202
Moore St,1/1/2014 4:00:00,47,104
Moore St,1/1/2014 5:00:00,34,35
Moore St,1/1/2014 6:00:00,65,23
Moore St,1/1/2014 7:00:00,12,21
Moore St,1/1/2014 8:00:00,29,21
Moore St,1/1/2014 9:00:00,51,39
Moore St,1/1/2014 10:00:00,140,67
Moore St,1/1/2014 11:00:00,243,145
Moore St,1/1/2014 12:00:00,411,316
Moore St,1/1/2014 13:00:00,540,429
Moore St,1/1/2014 14:00:00,660,638
Moore St,1/1/2014 15:00:00,674,745
Moore St,1/1/2014 16:00:00,575,648
Moore St,1/1/2014 17:00:00,398,587
Moore St,1/1/2014 18:00:00,207,317
Moore St,1/1/2014 19:00:00,144,164
Moore St,1/1/2014 20:00:00,131,76
Moore St,1/1/2014 21:00:00,85,43
Moore St,1/1/2014 22:00:00,43,51
Moore St,1/1/2014 23:00:00,47,53
Capel St at Mullen,1/1/2014 0:00:00,36,103
Capel St at Mullen,1/1/2014 1:00:00,39,79
Capel St at Mullen,1/1/2014 2:00:00,27,120
Capel St at Mullen,1/1/2014 3:00:00,49,220
Capel St at Mullen,1/1/2014 4:00:00,61,153
Capel St at Mullen,1/1/2014 5:00:00,25,38
Capel St at Mullen,1/1/2014 6:00:00,31,31
Capel St at Mullen,1/1/2014 7:00:00,17,22
Capel St at Mullen,1/1/2014 8:00:00,12,11
Capel St at Mullen,1/1/2014 9:00:00,23,15
Capel St at Mullen,1/1/2014 10:00:00,30,34
Capel St at Mullen,1/1/2014 11:00:00,47,65
Capel St at Mullen,1/1/2014 12:00:00,103,74
Capel St at Mullen,1/1/2014 13:00:00,130,109
Capel St at Mullen,1/1/2014 14:00:00,207,131
Capel St at Mullen,1/1/2014 15:00:00,199,167
Capel St at Mullen,1/1/2014 16:00:00,144,143
Capel St at Mullen,1/1/2014 17:00:00,176,186
Capel St at Mullen,1/1/2014 18:00:00,141,141
Capel St at Mullen,1/1/2014 19:00:00,92,119
Capel St at Mullen,1/1/2014 20:00:00,102,82
Capel St at Mullen,1/1/2014 21:00:00,66,74
Capel St at Mullen,1/1/2014 22:00:00,62,65
Capel St at Mullen,1/1/2014 23:00:00,48,30
Dame Court,1/1/2014 0:00:00,1426,1510
Dame Court,1/1/2014 1:00:00,872,1128
Dame Court,1/1/2014 2:00:00,481,676
Dame Court,1/1/2014 3:00:00,300,382
Dame Court,1/1/2014 4:00:00,98,99
Dame Court,1/1/2014 5:00:00,44,41
Dame Court,1/1/2014 6:00:00,16,38
Dame Court,1/1/2014 7:00:00,11,16
Dame Court,1/1/2014 8:00:00,10,12
Dame Court,1/1/2014 9:00:00,139,144
Dame Court,1/1/2014 10:00:00,268,297
Dame Court,1/1/2014 11:00:00,790,354
Dame Court,1/1/2014 12:00:00,1038,1188
Dame Court,1/1/2014 13:00:00,827,1064
Dame Court,1/1/2014 14:00:00,1125,1185
Dame Court,1/1/2014 15:00:00,819,937
Dame Court,1/1/2014 16:00:00,480,316
Dame Court,1/1/2014 17:00:00,115,169
Dame Court,1/1/2014 18:00:00,107,121
Dame Court,1/1/2014 19:00:00,107,104
Dame Court,1/1/2014 20:00:00,97,85
Dame Court,1/1/2014 21:00:00,63,75
Dame Court,1/1/2014 22:00:00,69,112
Dame Court,1/1/2014 23:00:00,41,80
Grafton St at Card Gallery,1/1/2014 0:00:00,1858,2573
Grafton St at Card Gallery,1/1/2014 1:00:00,1452,1691
Grafton St at Card Gallery,1/1/2014 2:00:00,1780,1758
Grafton St at Card Gallery,1/1/2014 3:00:00,1903,1462
Grafton St at Card Gallery,1/1/2014 4:00:00,1207,702
Grafton St at Card Gallery,1/1/2014 5:00:00,278,182
Grafton St at Card Gallery,1/1/2014 6:00:00,129,97
Grafton St at Card Gallery,1/1/2014 7:00:00,92,104
Grafton St at Card Gallery,1/1/2014 8:00:00,125,152
Grafton St at Card Gallery,1/1/2014 9:00:00,175,256
Grafton St at Card Gallery,1/1/2014 10:00:00,354,416
Grafton St at Card Gallery,1/1/2014 11:00:00,699,552
Grafton St at Card Gallery,1/1/2014 12:00:00,1428,1217
Grafton St at Card Gallery,1/1/2014 13:00:00,1764,1687
Grafton St at Card Gallery,1/1/2014 14:00:00,2279,2097
Grafton St at Card Gallery,1/1/2014 15:00:00,2287,2343
Grafton St at Card Gallery,1/1/2014 16:00:00,2530,2675
Grafton St at Card Gallery,1/1/2014 17:00:00,2034,2760
Grafton St at Card Gallery,1/1/2014 18:00:00,1579,1720
Grafton St at Card Gallery,1/1/2014 19:00:00,1168,1219
Grafton St at Card Gallery,1/1/2014 20:00:00,833,923
Grafton St at Card Gallery,1/1/2014 21:00:00,733,779
Grafton St at Card Gallery,1/1/2014 22:00:00,441,671
Grafton St at Card Gallery,1/1/2014 23:00:00,329,369
Grafton St at M&S,1/1/2014 0:00:00,1252,2248
Grafton St at M&S,1/1/2014 1:00:00,1261,1534
Grafton St at M&S,1/1/2014 2:00:00,1421,1086
Grafton St at M&S,1/1/2014 3:00:00,1665,1172
Grafton St at M&S,1/1/2014 4:00:00,1093,587
Grafton St at M&S,1/1/2014 5:00:00,301,152
Grafton St at M&S,1/1/2014 6:00:00,160,99
Grafton St at M&S,1/1/2014 7:00:00,93,125
Grafton St at M&S,1/1/2014 8:00:00,125,190
Grafton St at M&S,1/1/2014 9:00:00,160,248
Grafton St at M&S,1/1/2014 10:00:00,303,507
Grafton St at M&S,1/1/2014 11:00:00,693,670
Grafton St at M&S,1/1/2014 12:00:00,1308,1336
Grafton St at M&S,1/1/2014 13:00:00,1898,1771
Grafton St at M&S,1/1/2014 14:00:00,2247,2073
Grafton St at M&S,1/1/2014 15:00:00,2375,2312
Grafton St at M&S,1/1/2014 16:00:00,2508,2421
Grafton St at M&S,1/1/2014 17:00:00,1957,2177
Grafton St at M&S,1/1/2014 18:00:00,1461,1354
Grafton St at M&S,1/1/2014 19:00:00,1008,862
Grafton St at M&S,1/1/2014 20:00:00,667,692
Grafton St at M&S,1/1/2014 21:00:00,655,554
Grafton St at M&S,1/1/2014 22:00:00,435,462
Grafton St at M&S,1/1/2014 23:00:00,264,248
O'Connell Street at Easons,1/1/2014 0:00:00,238,1318
O'Connell Street at Easons,1/1/2014 1:00:00,262,1247
O'Connell Street at Easons,1/1/2014 2:00:00,236,1125
O'Connell Street at Easons,1/1/2014 3:00:00,261,1437
O'Connell Street at Easons,1/1/2014 4:00:00,129,836
O'Connell Street at Easons,1/1/2014 5:00:00,82,194
O'Connell Street at Easons,1/1/2014 6:00:00,148,111
O'Connell Street at Easons,1/1/2014 7:00:00,100,121
O'Connell Street at Easons,1/1/2014 8:00:00,107,78
O'Connell Street at Easons,1/1/2014 9:00:00,103,93
O'Connell Street at Easons,1/1/2014 10:00:00,141,210
O'Connell Street at Easons,1/1/2014 11:00:00,311,278
O'Connell Street at Easons,1/1/2014 12:00:00,498,548
O'Connell Street at Easons,1/1/2014 13:00:00,726,798
O'Connell Street at Easons,1/1/2014 14:00:00,740,942
O'Connell Street at Easons,1/1/2014 15:00:00,766,954
O'Connell Street at Easons,1/1/2014 16:00:00,867,1200
O'Connell Street at Easons,1/1/2014 17:00:00,964,1275
O'Connell Street at Easons,1/1/2014 18:00:00,850,992
O'Connell Street at Easons,1/1/2014 19:00:00,683,840
O'Connell Street at Easons,1/1/2014 20:00:00,450,693
O'Connell Street at Easons,1/1/2014 21:00:00,297,529
O'Connell Street at Easons,1/1/2014 22:00:00,225,569
O'Connell Street at Easons,1/1/2014 23:00:00,156,448
Henry Street at Butlers,1/1/2014 0:00:00,253,203
Henry Street at Butlers,1/1/2014 1:00:00,212,109
Henry Street at Butlers,1/1/2014 2:00:00,159,143
Henry Street at Butlers,1/1/2014 3:00:00,206,204
Henry Street at Butlers,1/1/2014 4:00:00,117,110
Henry Street at Butlers,1/1/2014 5:00:00,73,75
Henry Street at Butlers,1/1/2014 6:00:00,95,56
Henry Street at Butlers,1/1/2014 7:00:00,33,26
Henry Street at Butlers,1/1/2014 8:00:00,45,45
Henry Street at Butlers,1/1/2014 9:00:00,80,89
Henry Street at Butlers,1/1/2014 10:00:00,126,230
Henry Street at Butlers,1/1/2014 11:00:00,206,474
Henry Street at Butlers,1/1/2014 12:00:00,494,722
Henry Street at Butlers,1/1/2014 13:00:00,815,1059
Henry Street at Butlers,1/1/2014 14:00:00,1072,1218
Henry Street at Butlers,1/1/2014 15:00:00,1124,1310
Henry Street at Butlers,1/1/2014 16:00:00,1391,1251
Henry Street at Butlers,1/1/2014 17:00:00,1151,919
Henry Street at Butlers,1/1/2014 18:00:00,797,525
Henry Street at Butlers,1/1/2014 19:00:00,446,323
Henry Street at Butlers,1/1/2014 20:00:00,258,263
Henry Street at Butlers,1/1/2014 21:00:00,158,143
Henry Street at Butlers,1/1/2014 22:00:00,110,127
Henry Street at Butlers,1/1/2014 23:00:00,72,66
South William St,1/1/2014 0:00:00,163,240
South William St,1/1/2014 1:00:00,125,177
South William St,1/1/2014 2:00:00,107,93
South William St,1/1/2014 3:00:00,161,107
South William St,1/1/2014 4:00:00,54,36
South William St,1/1/2014 5:00:00,55,13
South William St,1/1/2014 6:00:00,25,15
South William St,1/1/2014 7:00:00,7,6
South William St,1/1/2014 8:00:00,4,8
South William St,1/1/2014 9:00:00,7,15
South William St,1/1/2014 10:00:00,12,18
South William St,1/1/2014 11:00:00,36,51
South William St,1/1/2014 12:00:00,122,137
South William St,1/1/2014 13:00:00,186,140
South William St,1/1/2014 14:00:00,237,242
South William St,1/1/2014 15:00:00,260,260
South William St,1/1/2014 16:00:00,246,166
South William St,1/1/2014 17:00:00,175,152
South William St,1/1/2014 18:00:00,117,112
South William St,1/1/2014 19:00:00,110,132
South William St,1/1/2014 20:00:00,72,93
South William St,1/1/2014 21:00:00,77,84
South William St,1/1/2014 22:00:00,55,48
South William St,1/1/2014 23:00:00,29,34
Dublin BID,1/2/2014 0:00:00,118,149
Dublin BID,1/2/2014 1:00:00,36,71
Dublin BID,1/2/2014 2:00:00,12,32
Dublin BID,1/2/2014 3:00:00,14,33
Dublin BID,1/2/2014 4:00:00,6,15
Dublin BID,1/2/2014 5:00:00,28,10
Dublin BID,1/2/2014 6:00:00,153,39
Dublin BID,1/2/2014 7:00:00,674,331
Dublin BID,1/2/2014 8:00:00,841,383
Dublin BID,1/2/2014 9:00:00,841,545
Dublin BID,1/2/2014 10:00:00,963,709
Dublin BID,1/2/2014 11:00:00,1118,773
Dublin BID,1/2/2014 12:00:00,1174,812
Dublin BID,1/2/2014 13:00:00,1429,1028
Dublin BID,1/2/2014 14:00:00,1483,1036
Dublin BID,1/2/2014 15:00:00,1595,1059
Dublin BID,1/2/2014 16:00:00,1592,1020
Dublin BID,1/2/2014 17:00:00,1627,1076
Dublin BID,1/2/2014 18:00:00,2093,1156
Dublin BID,1/2/2014 19:00:00,1311,689
Dublin BID,1/2/2014 20:00:00,835,552
Dublin BID,1/2/2014 21:00:00,545,429
Dublin BID,1/2/2014 22:00:00,477,364
Dublin BID,1/2/2014 23:00:00,347,352
South King St,1/2/2014 0:00:00,31,43
South King St,1/2/2014 1:00:00,20,18
South King St,1/2/2014 2:00:00,22,16
South King St,1/2/2014 3:00:00,1,7
South King St,1/2/2014 4:00:00,2,19
South King St,1/2/2014 5:00:00,19,19
South King St,1/2/2014 6:00:00,61,49
South King St,1/2/2014 7:00:00,189,128
South King St,1/2/2014 8:00:00,362,343
South King St,1/2/2014 9:00:00,283,276
South King St,1/2/2014 10:00:00,353,328
South King St,1/2/2014 11:00:00,538,540
South King St,1/2/2014 12:00:00,995,1068
South King St,1/2/2014 13:00:00,1640,1355
South King St,1/2/2014 14:00:00,1198,1166
South King St,1/2/2014 15:00:00,1300,1219
South King St,1/2/2014 16:00:00,1270,1459
South King St,1/2/2014 17:00:00,1363,1372
South King St,1/2/2014 18:00:00,914,955
South King St,1/2/2014 19:00:00,574,569
South King St,1/2/2014 20:00:00,423,408
South King St,1/2/2014 21:00:00,257,564
South King St,1/2/2014 22:00:00,148,155
South King St,1/2/2014 23:00:00,130,140
South Great Georges,1/2/2014 0:00:00,78,100
South Great Georges,1/2/2014 1:00:00,19,76
South Great Georges,1/2/2014 2:00:00,21,22
South Great Georges,1/2/2014 3:00:00,11,19
South Great Georges,1/2/2014 4:00:00,15,8
South Great Georges,1/2/2014 5:00:00,15,24
South Great Georges,1/2/2014 6:00:00,44,39
South Great Georges,1/2/2014 7:00:00,92,176
South Great Georges,1/2/2014 8:00:00,193,330
South Great Georges,1/2/2014 9:00:00,200,244
South Great Georges,1/2/2014 10:00:00,219,262
South Great Georges,1/2/2014 11:00:00,366,382
South Great Georges,1/2/2014 12:00:00,590,453
South Great Georges,1/2/2014 13:00:00,727,733
South Great Georges,1/2/2014 14:00:00,695,744
South Great Georges,1/2/2014 15:00:00,637,708
South Great Georges,1/2/2014 16:00:00,601,812
South Great Georges,1/2/2014 17:00:00,748,748
South Great Georges,1/2/2014 18:00:00,561,677
South Great Georges,1/2/2014 19:00:00,449,571
South Great Georges,1/2/2014 20:00:00,389,602
South Great Georges,1/2/2014 21:00:00,284,470
South Great Georges,1/2/2014 22:00:00,239,313
South Great Georges,1/2/2014 23:00:00,232,311
Talbot St,1/2/2014 0:00:00,37,76
Talbot St,1/2/2014 1:00:00,14,42
Talbot St,1/2/2014 2:00:00,6,24
Talbot St,1/2/2014 3:00:00,5,18
Talbot St,1/2/2014 4:00:00,6,12
Talbot St,1/2/2014 5:00:00,13,11
Talbot St,1/2/2014 6:00:00,72,36
Talbot St,1/2/2014 7:00:00,295,255
Talbot St,1/2/2014 8:00:00,616,450
Talbot St,1/2/2014 9:00:00,275,190
