Zone,Times,InCount,OutCount,Type
South Great Georges,15/01/2014 14:00:00,672,680,Actual
South Great Georges,15/01/2014 15:00:00,564,575,Actual
South Great Georges,15/01/2014 16:00:00,647,652,Actual
South Great Georges,15/01/2014 17:00:00,754,801,Actual
South Great Georges,15/01/2014 18:00:00,628,769,Actual
South Great Georges,15/01/2014 19:00:00,484,726,Actual
South Great Georges,15/01/2014 20:00:00,440,531,Actual
South Great Georges,15/01/2014 21:00:00,328,586,Actual
South Great Georges,15/01/2014 22:00:00,204,284,Actual
South Great Georges,15/01/2014 23:00:00,189,276,Actual
Talbot St,15/01/2014 00:00:00,13,54,Actual
Talbot St,15/01/2014 01:00:00,14,34,Actual
Talbot St,15/01/2014 02:00:00,5,30,Actual
Talbot St,15/01/2014 03:00:00,2,18,Actual
Talbot St,15/01/2014 04:00:00,4,14,Actual
Talbot St,15/01/2014 05:00:00,25,25,Actual
Talbot St,15/01/2014 06:00:00,155,67,Actual
Talbot St,15/01/2014 07:00:00,728,350,Actual
Talbot St,15/01/2014 08:00:00,899,503,Actual
Talbot St,15/01/2014 09:00:00,466,372,Actual
Talbot St,15/01/2014 10:00:00,456,326,Actual
Talbot St,15/01/2014 11:00:00,416,427,Actual
Talbot St,15/01/2014 12:00:00,481,558,Actual
Talbot St,15/01/2014 13:00:00,607,815,Actual
Talbot St,15/01/2014 14:00:00,401,628,Actual
Talbot St,15/01/2014 15:00:00,252,491,Actual
Talbot St,15/01/2014 16:00:00,554,848,Actual
Talbot St,15/01/2014 17:00:00,1285,1247,Actual
Talbot St,15/01/2014 18:00:00,1053,1233,Actual
Talbot St,15/01/2014 19:00:00,726,827,Actual
Talbot St,15/01/2014 20:00:00,565,584,Actual
Talbot St,15/01/2014 21:00:00,302,492,Actual
Talbot St,15/01/2014 22:00:00,70,206,Actual
Talbot St,15/01/2014 23:00:00,51,125,Actual
Mary St,15/01/2014 00:00:00,42,9,Actual
Mary St,15/01/2014 01:00:00,10,9,Actual
Mary St,15/01/2014 02:00:00,18,4,Actual
Mary St,15/01/2014 03:00:00,9,4,Actual
Mary St,15/01/2014 04:00:00,26,11,Actual
Mary St,15/01/2014 05:00:00,33,33,Actual
Mary St,15/01/2014 06:00:00,50,60,Actual
Mary St,15/01/2014 07:00:00,141,121,Actual
Mary St,15/01/2014 08:00:00,473,326,Actual
Mary St,15/01/2014 09:00:00,563,439,Actual
Mary St,15/01/2014 10:00:00,739,653,Actual
Mary St,15/01/2014 11:00:00,989,829,Actual
Mary St,15/01/2014 12:00:00,1148,1183,Actual
Mary St,15/01/2014 13:00:00,1637,1520,Actual
Mary St,15/01/2014 14:00:00,1438,1289,Actual
Mary St,15/01/2014 15:00:00,1420,1406,Actual
Mary St,15/01/2014 16:00:00,1376,1339,Actual
Mary St,15/01/2014 17:00:00,1310,1354,Actual
Mary St,15/01/2014 18:00:00,1294,950,Actual
Mary St,15/01/2014 19:00:00,627,499,Actual
Mary St,15/01/2014 20:00:00,219,226,Actual
Mary St,15/01/2014 21:00:00,113,127,Actual
Mary St,15/01/2014 22:00:00,106,92,Actual
Mary St,15/01/2014 23:00:00,78,53,Actual
Moore St,15/01/2014 00:00:00,11,31,Actual
Moore St,15/01/2014 01:00:00,10,18,Actual
Moore St,15/01/2014 02:00:00,15,25,Actual
Moore St,15/01/2014 03:00:00,62,30,Actual
Moore St,15/01/2014 04:00:00,45,19,Actual
Moore St,15/01/2014 05:00:00,195,57,Actual
Moore St,15/01/2014 06:00:00,319,71,Actual
Moore St,15/01/2014 07:00:00,294,152,Actual
Moore St,15/01/2014 08:00:00,386,313,Actual
Moore St,15/01/2014 09:00:00,442,403,Actual
Moore St,15/01/2014 10:00:00,651,684,Actual
Moore St,15/01/2014 11:00:00,849,937,Actual
Moore St,15/01/2014 12:00:00,1046,1151,Actual
Moore St,15/01/2014 13:00:00,1176,1379,Actual
Moore St,15/01/2014 14:00:00,1200,1263,Actual
Moore St,15/01/2014 15:00:00,1279,1379,Actual
Moore St,15/01/2014 16:00:00,1266,1430,Actual
Moore St,15/01/2014 17:00:00,1205,1493,Actual
Moore St,15/01/2014 18:00:00,930,1112,Actual
Moore St,15/01/2014 19:00:00,729,850,Actual
Moore St,15/01/2014 20:00:00,367,363,Actual
Moore St,15/01/2014 21:00:00,166,179,Actual
Moore St,15/01/2014 22:00:00,72,83,Actual
Moore St,15/01/2014 23:00:00,90,69,Actual
Capel St at Mullen,15/01/2014 00:00:00,14,12,Actual
Capel St at Mullen,15/01/2014 01:00:00,11,10,Actual
Capel St at Mullen,15/01/2014 02:00:00,3,6,Actual
Capel St at Mullen,15/01/2014 03:00:00,0,22,Actual
Capel St at Mullen,15/01/2014 04:00:00,4,4,Actual
Capel St at Mullen,15/01/2014 05:00:00,9,6,Actual
Capel St at Mullen,15/01/2014 06:00:00,15,19,Actual
Capel St at Mullen,15/01/2014 07:00:00,56,48,Actual
Capel St at Mullen,15/01/2014 08:00:00,137,97,Actual
Capel St at Mullen,15/01/2014 09:00:00,179,178,Actual
Capel St at Mullen,15/01/2014 10:00:00,169,188,Actual
Capel St at Mullen,15/01/2014 11:00:00,205,199,Actual
Capel St at Mullen,15/01/2014 12:00:00,242,281,Actual
Capel St at Mullen,15/01/2014 13:00:00,388,393,Actual
Capel St at Mullen,15/01/2014 14:00:00,319,287,Actual
Capel St at Mullen,15/01/2014 15:00:00,319,310,Actual
Capel St at Mullen,15/01/2014 16:00:00,308,273,Actual
Capel St at Mullen,15/01/2014 17:00:00,267,301,Actual
Capel St at Mullen,15/01/2014 18:00:00,302,265,Actual
Capel St at Mullen,15/01/2014 19:00:00,184,184,Actual
Capel St at Mullen,15/01/2014 20:00:00,127,155,Actual
Capel St at Mullen,15/01/2014 21:00:00,78,95,Actual
Capel St at Mullen,15/01/2014 22:00:00,57,70,Actual
Capel St at Mullen,15/01/2014 23:00:00,76,43,Actual
Dame Court,15/01/2014 00:00:00,22,31,Actual
Dame Court,15/01/2014 01:00:00,10,3,Actual
Dame Court,15/01/2014 02:00:00,1,10,Actual
Dame Court,15/01/2014 03:00:00,9,4,Actual
Dame Court,15/01/2014 04:00:00,4,0,Actual
Dame Court,15/01/2014 05:00:00,13,8,Actual
Dame Court,15/01/2014 06:00:00,15,18,Actual
Dame Court,15/01/2014 07:00:00,67,41,Actual
Dame Court,15/01/2014 08:00:00,154,87,Actual
Dame Court,15/01/2014 09:00:00,144,105,Actual
Dame Court,15/01/2014 10:00:00,78,97,Actual
Dame Court,15/01/2014 11:00:00,116,126,Actual
Dame Court,15/01/2014 12:00:00,115,133,Actual
Dame Court,15/01/2014 13:00:00,196,270,Actual
Dame Court,15/01/2014 14:00:00,150,189,Actual
Dame Court,15/01/2014 15:00:00,148,161,Actual
Dame Court,15/01/2014 16:00:00,177,268,Actual
Dame Court,15/01/2014 17:00:00,236,333,Actual
Dame Court,15/01/2014 18:00:00,158,209,Actual
Dame Court,15/01/2014 19:00:00,120,166,Actual
Dame Court,15/01/2014 20:00:00,91,124,Actual
Dame Court,15/01/2014 21:00:00,93,106,Actual
Dame Court,15/01/2014 22:00:00,56,97,Actual
Dame Court,15/01/2014 23:00:00,66,71,Actual
Grafton St at Card Gallery,15/01/2014 00:00:00,305,341,Actual
Grafton St at Card Gallery,15/01/2014 01:00:00,256,131,Actual
Grafton St at Card Gallery,15/01/2014 02:00:00,289,127,Actual
Grafton St at Card Gallery,15/01/2014 03:00:00,349,131,Actual
Grafton St at Card Gallery,15/01/2014 04:00:00,220,84,Actual
Grafton St at Card Gallery,15/01/2014 05:00:00,96,82,Actual
Grafton St at Card Gallery,15/01/2014 06:00:00,199,411,Actual
Grafton St at Card Gallery,15/01/2014 07:00:00,557,1224,Actual
Grafton St at Card Gallery,15/01/2014 08:00:00,1266,2042,Actual
Grafton St at Card Gallery,15/01/2014 09:00:00,1205,1394,Actual
Grafton St at Card Gallery,15/01/2014 10:00:00,1277,1368,Actual
Grafton St at Card Gallery,15/01/2014 11:00:00,1710,1759,Actual
Grafton St at Card Gallery,15/01/2014 12:00:00,2516,2493,Actual
Grafton St at Card Gallery,15/01/2014 13:00:00,3465,3195,Actual
Grafton St at Card Gallery,15/01/2014 14:00:00,2887,2606,Actual
Grafton St at Card Gallery,15/01/2014 15:00:00,2901,2793,Actual
Grafton St at Card Gallery,15/01/2014 16:00:00,3141,2592,Actual
Grafton St at Card Gallery,15/01/2014 17:00:00,4614,3375,Actual
Grafton St at Card Gallery,15/01/2014 18:00:00,4024,2873,Actual
Grafton St at Card Gallery,15/01/2014 19:00:00,2525,1895,Actual
Grafton St at Card Gallery,15/01/2014 20:00:00,1333,1311,Actual
Grafton St at Card Gallery,15/01/2014 21:00:00,971,888,Actual
Grafton St at Card Gallery,15/01/2014 22:00:00,618,672,Actual
Grafton St at Card Gallery,15/01/2014 23:00:00,519,643,Actual
Grafton St at M&S,15/01/2014 00:00:00,307,284,Actual
Grafton St at M&S,15/01/2014 01:00:00,246,88,Actual
Grafton St at M&S,15/01/2014 02:00:00,243,93,Actual
Grafton St at M&S,15/01/2014 03:00:00,364,104,Actual
Grafton St at M&S,15/01/2014 04:00:00,204,51,Actual
Grafton St at M&S,15/01/2014 05:00:00,84,92,Actual
Grafton St at M&S,15/01/2014 06:00:00,195,391,Actual
Grafton St at M&S,15/01/2014 07:00:00,499,1145,Actual
Grafton St at M&S,15/01/2014 08:00:00,1424,2346,Actual
Grafton St at M&S,15/01/2014 09:00:00,1200,1521,Actual
Grafton St at M&S,15/01/2014 10:00:00,1276,1531,Actual
Grafton St at M&S,15/01/2014 11:00:00,1784,1934,Actual
Grafton St at M&S,15/01/2014 12:00:00,2586,2666,Actual
Grafton St at M&S,15/01/2014 13:00:00,3560,3305,Actual
Grafton St at M&S,15/01/2014 14:00:00,2499,2379,Actual
Grafton St at M&S,15/01/2014 15:00:00,2434,2378,Actual
Grafton St at M&S,15/01/2014 16:00:00,3120,2624,Actual
Grafton St at M&S,15/01/2014 17:00:00,3809,2852,Actual
Grafton St at M&S,15/01/2014 18:00:00,3124,2394,Actual
Grafton St at M&S,15/01/2014 19:00:00,1874,1384,Actual
Grafton St at M&S,15/01/2014 20:00:00,1053,881,Actual
Grafton St at M&S,15/01/2014 21:00:00,796,646,Actual
Grafton St at M&S,15/01/2014 22:00:00,555,590,Actual
Grafton St at M&S,15/01/2014 23:00:00,460,494,Actual
O'Connell Street at Easons,15/01/2014 00:00:00,43,139,Actual
O'Connell Street at Easons,15/01/2014 01:00:00,30,120,Actual
O'Connell Street at Easons,15/01/2014 02:00:00,19,93,Actual
O'Connell Street at Easons,15/01/2014 03:00:00,11,101,Actual
O'Connell Street at Easons,15/01/2014 04:00:00,22,72,Actual
O'Connell Street at Easons,15/01/2014 05:00:00,54,58,Actual
O'Connell Street at Easons,15/01/2014 06:00:00,209,94,Actual
O'Connell Street at Easons,15/01/2014 07:00:00,517,469,Actual
O'Connell Street at Easons,15/01/2014 08:00:00,673,720,Actual
O'Connell Street at Easons,15/01/2014 09:00:00,665,788,Actual
O'Connell Street at Easons,15/01/2014 10:00:00,685,892,Actual
O'Connell Street at Easons,15/01/2014 11:00:00,857,1058,Actual
O'Connell Street at Easons,15/01/2014 12:00:00,1158,1284,Actual
O'Connell Street at Easons,15/01/2014 13:00:00,1469,1587,Actual
O'Connell Street at Easons,15/01/2014 14:00:00,1296,1507,Actual
O'Connell Street at Easons,15/01/2014 15:00:00,1324,1571,Actual
O'Connell Street at Easons,15/01/2014 16:00:00,1503,1657,Actual
O'Connell Street at Easons,15/01/2014 17:00:00,1778,1700,Actual
O'Connell Street at Easons,15/01/2014 18:00:00,1379,1593,Actual
O'Connell Street at Easons,15/01/2014 19:00:00,991,1142,Actual
O'Connell Street at Easons,15/01/2014 20:00:00,630,811,Actual
O'Connell Street at Easons,15/01/2014 21:00:00,346,708,Actual
O'Connell Street at Easons,15/01/2014 22:00:00,357,538,Actual
O'Connell Street at Easons,15/01/2014 23:00:00,198,436,Actual
Henry Street at Butlers,15/01/2014 00:00:00,29,53,Actual
Henry Street at Butlers,15/01/2014 01:00:00,29,26,Actual
Henry Street at Butlers,15/01/2014 02:00:00,11,26,Actual
Henry Street at Butlers,15/01/2014 03:00:00,15,31,Actual
Henry Street at Butlers,15/01/2014 04:00:00,47,44,Actual
Henry Street at Butlers,15/01/2014 05:00:00,74,45,Actual
Henry Street at Butlers,15/01/2014 06:00:00,161,164,Actual
Henry Street at Butlers,15/01/2014 07:00:00,156,386,Actual
Henry Street at Butlers,15/01/2014 08:00:00,399,1007,Actual
Henry Street at Butlers,15/01/2014 09:00:00,570,1334,Actual
Henry Street at Butlers,15/01/2014 10:00:00,656,1277,Actual
Henry Street at Butlers,15/01/2014 11:00:00,1134,1738,Actual
Henry Street at Butlers,15/01/2014 12:00:00,1583,1935,Actual
Henry Street at Butlers,15/01/2014 13:00:00,2199,2531,Actual
Henry Street at Butlers,15/01/2014 14:00:00,2181,2414,Actual
Henry Street at Butlers,15/01/2014 15:00:00,2245,2276,Actual
Henry Street at Butlers,15/01/2014 16:00:00,2438,2387,Actual
Henry Street at Butlers,15/01/2014 17:00:00,2336,2106,Actual
Henry Street at Butlers,15/01/2014 18:00:00,2111,1567,Actual
Henry Street at Butlers,15/01/2014 19:00:00,1103,785,Actual
Henry Street at Butlers,15/01/2014 20:00:00,417,316,Actual
Henry Street at Butlers,15/01/2014 21:00:00,193,184,Actual
Henry Street at Butlers,15/01/2014 22:00:00,153,159,Actual
Henry Street at Butlers,15/01/2014 23:00:00,111,91,Actual
South William St,15/01/2014 00:00:00,47,54,Actual
South William St,15/01/2014 01:00:00,43,38,Actual
South William St,15/01/2014 02:00:00,69,8,Actual
South William St,15/01/2014 03:00:00,49,19,Actual
South William St,15/01/2014 04:00:00,6,1,Actual
South William St,15/01/2014 05:00:00,4,4,Actual
South William St,15/01/2014 06:00:00,9,28,Actual
South William St,15/01/2014 07:00:00,33,119,Actual
South William St,15/01/2014 08:00:00,95,213,Actual
South William St,15/01/2014 09:00:00,124,222,Actual
South William St,15/01/2014 10:00:00,100,162,Actual
South William St,15/01/2014 11:00:00,147,185,Actual
South William St,15/01/2014 12:00:00,215,298,Actual
South William St,15/01/2014 13:00:00,316,391,Actual
South William St,15/01/2014 14:00:00,260,263,Actual
South William St,15/01/2014 15:00:00,265,291,Actual
South William St,15/01/2014 16:00:00,285,275,Actual
South William St,15/01/2014 17:00:00,294,375,Actual
South William St,15/01/2014 18:00:00,296,321,Actual
South William St,15/01/2014 19:00:00,211,190,Actual
South William St,15/01/2014 20:00:00,147,86,Actual
South William St,15/01/2014 21:00:00,122,96,Actual
South William St,15/01/2014 22:00:00,63,108,Actual
South William St,15/01/2014 23:00:00,100,229,Actual
Dublin BID,16/01/2014 00:00:00,120,153,Actual
Dublin BID,16/01/2014 01:00:00,34,72,Actual
Dublin BID,16/01/2014 02:00:00,12,32,Actual
Dublin BID,16/01/2014 03:00:00,13,32,Actual
Dublin BID,16/01/2014 04:00:00,6,15,Actual
Dublin BID,16/01/2014 05:00:00,27,8,Actual
Dublin BID,16/01/2014 06:00:00,156,38,Actual
Dublin BID,16/01/2014 07:00:00,693,339,Actual
Dublin BID,16/01/2014 08:00:00,864,393,Actual
Dublin BID,16/01/2014 09:00:00,864,559,Actual
Dublin BID,16/01/2014 10:00:00,989,728,Actual
Dublin BID,16/01/2014 11:00:00,1149,793,Actual
Dublin BID,16/01/2014 12:00:00,1208,836,Actual
Dublin BID,16/01/2014 13:00:00,1470,1057,Actual
Dublin BID,16/01/2014 14:00:00,1526,1066,Actual
Dublin BID,16/01/2014 15:00:00,1641,1090,Actual
Dublin BID,16/01/2014 16:00:00,1638,1049,Actual
Dublin BID,16/01/2014 17:00:00,1674,1107,Actual
Dublin BID,16/01/2014 18:00:00,2153,1189,Actual
Dublin BID,16/01/2014 19:00:00,1349,709,Actual
Dublin BID,16/01/2014 20:00:00,859,568,Actual
Dublin BID,16/01/2014 21:00:00,561,442,Actual
Dublin BID,16/01/2014 22:00:00,491,374,Actual
Dublin BID,16/01/2014 23:00:00,356,363,Actual
South King St,16/01/2014 00:00:00,118,87,Actual
South King St,16/01/2014 01:00:00,48,38,Actual
South King St,16/01/2014 02:00:00,24,31,Actual
South King St,16/01/2014 03:00:00,33,17,Actual
South King St,16/01/2014 04:00:00,4,14,Actual
South King St,16/01/2014 05:00:00,32,23,Actual
South King St,16/01/2014 06:00:00,83,53,Actual
South King St,16/01/2014 07:00:00,262,191,Actual
South King St,16/01/2014 08:00:00,632,549,Actual
South King St,16/01/2014 09:00:00,384,492,Actual
South King St,16/01/2014 10:00:00,372,493,Actual
South King St,16/01/2014 11:00:00,533,544,Actual
South King St,16/01/2014 12:00:00,788,963,Actual
South King St,16/01/2014 13:00:00,1342,1313,Actual
South King St,16/01/2014 14:00:00,924,800,Actual
South King St,16/01/2014 15:00:00,888,805,Actual
South King St,16/01/2014 16:00:00,891,883,Actual
South King St,16/01/2014 17:00:00,1119,1418,Actual
South King St,16/01/2014 18:00:00,1149,1356,Actual
South King St,16/01/2014 19:00:00,762,822,Actual
South King St,16/01/2014 20:00:00,570,543,Actual
South King St,16/01/2014 21:00:00,368,297,Actual
South King St,16/01/2014 22:00:00,275,200,Actual
South King St,16/01/2014 23:00:00,244,216,Actual
South Great Georges,16/01/2014 00:00:00,138,123,Actual
South Great Georges,16/01/2014 01:00:00,34,56,Actual
South Great Georges,16/01/2014 02:00:00,48,64,Actual
South Great Georges,16/01/2014 03:00:00,16,32,Actual
South Great Georges,16/01/2014 04:00:00,24,16,Actual
South Great Georges,16/01/2014 05:00:00,12,16,Actual
South Great Georges,16/01/2014 06:00:00,36,33,Actual
South Great Georges,16/01/2014 07:00:00,117,234,Actual
South Great Georges,16/01/2014 08:00:00,299,470,Actual
South Great Georges,16/01/2014 09:00:00,290,415,Actual
South Great Georges,16/01/2014 10:00:00,260,301,Actual
South Great Georges,16/01/2014 11:00:00,459,482,Actual
South Great Georges,16/01/2014 12:00:00,521,573,Actual
South Great Georges,16/01/2014 13:00:00,843,920,Actual
South Great Georges,16/01/2014 14:00:00,627,662,Actual
South Great Georges,16/01/2014 15:00:00,665,570,Actual
South Great Georges,16/01/2014 16:00:00,603,669,Actual
South Great Georges,16/01/2014 17:00:00,736,761,Actual
South Great Georges,16/01/2014 18:00:00,659,768,Actual
South Great Georges,16/01/2014 19:00:00,605,667,Actual
South Great Georges,16/01/2014 20:00:00,429,724,Actual
South Great Georges,16/01/2014 21:00:00,368,522,Actual
South Great Georges,16/01/2014 22:00:00,237,349,Actual
South Great Georges,16/01/2014 23:00:00,185,282,Actual
Talbot St,16/01/2014 00:00:00,18,80,Actual
Talbot St,16/01/2014 01:00:00,11,33,Actual
Talbot St,16/01/2014 02:00:00,6,13,Actual
Talbot St,16/01/2014 03:00:00,9,47,Actual
Talbot St,16/01/2014 04:00:00,2,12,Actual
Talbot St,16/01/2014 05:00:00,23,8,Actual
Talbot St,16/01/2014 06:00:00,141,88,Actual
Talbot St,16/01/2014 07:00:00,728,326,Actual
Talbot St,16/01/2014 08:00:00,973,519,Actual
Talbot St,16/01/2014 09:00:00,499,383,Actual
Talbot St,16/01/2014 10:00:00,432,307,Actual
Talbot St,16/01/2014 11:00:00,352,362,Actual
Talbot St,16/01/2014 12:00:00,332,427,Actual
Talbot St,16/01/2014 13:00:00,577,836,Actual
Talbot St,16/01/2014 14:00:00,498,687,Actual
Talbot St,16/01/2014 15:00:00,445,748,Actual
Talbot St,16/01/2014 16:00:00,649,969,Actual
Talbot St,16/01/2014 17:00:00,1410,1270,Actual
Talbot St,16/01/2014 18:00:00,1072,1293,Actual
Talbot St,16/01/2014 19:00:00,755,1020,Actual
Talbot St,16/01/2014 20:00:00,601,743,Actual
Talbot St,16/01/2014 21:00:00,406,497,Actual
Talbot St,16/01/2014 22:00:00,75,154,Actual
Talbot St,16/01/2014 23:00:00,59,137,Actual
Mary St,16/01/2014 00:00:00,22,13,Actual
Mary St,16/01/2014 01:00:00,24,4,Actual
Mary St,16/01/2014 02:00:00,10,6,Actual
Mary St,16/01/2014 03:00:00,11,10,Actual
Mary St,16/01/2014 04:00:00,12,8,Actual
Mary St,16/01/2014 05:00:00,38,27,Actual
Mary St,16/01/2014 06:00:00,74,43,Actual
Mary St,16/01/2014 07:00:00,145,126,Actual
Mary St,16/01/2014 08:00:00,436,268,Actual
Mary St,16/01/2014 09:00:00,498,347,Actual
Mary St,16/01/2014 10:00:00,803,644,Actual
Mary St,16/01/2014 11:00:00,1116,1033,Actual
Mary St,16/01/2014 12:00:00,1321,1263,Actual
Mary St,16/01/2014 13:00:00,1866,1669,Actual
Mary St,16/01/2014 14:00:00,1598,1421,Actual
Mary St,16/01/2014 15:00:00,1388,1326,Actual
Mary St,16/01/2014 16:00:00,1429,1417,Actual
Mary St,16/01/2014 17:00:00,1518,1467,Actual
Mary St,16/01/2014 18:00:00,1446,1388,Actual
Mary St,16/01/2014 19:00:00,1047,860,Actual
Mary St,16/01/2014 20:00:00,585,510,Actual
Mary St,16/01/2014 21:00:00,234,144,Actual
Mary St,16/01/2014 22:00:00,67,60,Actual
Mary St,16/01/2014 23:00:00,74,42,Actual
Moore St,16/01/2014 00:00:00,29,33,Actual
Moore St,16/01/2014 01:00:00,18,11,Actual
Moore St,16/01/2014 02:00:00,13,15,Actual
Moore St,16/01/2014 03:00:00,44,25,Actual
Moore St,16/01/2014 04:00:00,24,20,Actual
Moore St,16/01/2014 05:00:00,180,47,Actual
Moore St,16/01/2014 06:00:00,243,61,Actual
Moore St,16/01/2014 07:00:00,276,128,Actual
Moore St,16/01/2014 08:00:00,432,268,Actual
Moore St,16/01/2014 09:00:00,446,416,Actual
Moore St,16/01/2014 10:00:00,715,734,Actual
Moore St,16/01/2014 11:00:00,995,966,Actual
Moore St,16/01/2014 12:00:00,1211,1253,Actual
Moore St,16/01/2014 13:00:00,1473,1463,Actual
Moore St,16/01/2014 14:00:00,1380,1370,Actual
Moore St,16/01/2014 15:00:00,1363,1501,Actual
Moore St,16/01/2014 16:00:00,1325,1467,Actual
Moore St,16/01/2014 17:00:00,1271,1440,Actual
Moore St,16/01/2014 18:00:00,683,925,Actual
Moore St,16/01/2014 19:00:00,628,729,Actual
Moore St,16/01/2014 20:00:00,481,328,Actual
Moore St,16/01/2014 21:00:00,239,278,Actual
Moore St,16/01/2014 22:00:00,71,70,Actual
Moore St,16/01/2014 23:00:00,82,87,Actual
Capel St at Mullen,16/01/2014 00:00:00,10,39,Actual
Capel St at Mullen,16/01/2014 01:00:00,12,20,Actual
Capel St at Mullen,16/01/2014 02:00:00,13,13,Actual
Capel St at Mullen,16/01/2014 03:00:00,2,5,Actual
Capel St at Mullen,16/01/2014 04:00:00,3,10,Actual
Capel St at Mullen,16/01/2014 05:00:00,7,1,Actual
Capel St at Mullen,16/01/2014 06:00:00,20,18,Actual
Capel St at Mullen,16/01/2014 07:00:00,39,45,Actual
Capel St at Mullen,16/01/2014 08:00:00,118,93,Actual
Capel St at Mullen,16/01/2014 09:00:00,201,132,Actual
Capel St at Mullen,16/01/2014 10:00:00,188,181,Actual
Capel St at Mullen,16/01/2014 11:00:00,271,279,Actual
Capel St at Mullen,16/01/2014 12:00:00,291,332,Actual
Capel St at Mullen,16/01/2014 13:00:00,505,411,Actual
Capel St at Mullen,16/01/2014 14:00:00,377,359,Actual
Capel St at Mullen,16/01/2014 15:00:00,309,344,Actual
Capel St at Mullen,16/01/2014 16:00:00,324,341,Actual
Capel St at Mullen,16/01/2014 17:00:00,261,307,Actual
Capel St at Mullen,16/01/2014 18:00:00,275,248,Actual
Capel St at Mullen,16/01/2014 19:00:00,199,187,Actual
Capel St at Mullen,16/01/2014 20:00:00,202,154,Actual
Capel St at Mullen,16/01/2014 21:00:00,128,105,Actual
Capel St at Mullen,16/01/2014 22:00:00,54,48,Actual
Capel St at Mullen,16/01/2014 23:00:00,30,56,Actual
Dame Court,16/01/2014 00:00:00,45,66,Actual
Dame Court,16/01/2014 01:00:00,36,105,Actual
Dame Court,16/01/2014 02:00:00,22,15,Actual
Dame Court,16/01/2014 03:00:00,28,13,Actual
Dame Court,16/01/2014 04:00:00,3,8,Actual
Dame Court,16/01/2014 05:00:00,9,7,Actual
Dame Court,16/01/2014 06:00:00,10,11,Actual
Dame Court,16/01/2014 07:00:00,62,39,Actual
Dame Court,16/01/2014 08:00:00,161,118,Actual
Dame Court,16/01/2014 09:00:00,114,95,Actual
Dame Court,16/01/2014 10:00:00,85,93,Actual
Dame Court,16/01/2014 11:00:00,90,102,Actual
Dame Court,16/01/2014 12:00:00,243,290,Actual
Dame Court,16/01/2014 13:00:00,223,290,Actual
Dame Court,16/01/2014 14:00:00,183,218,Actual
Dame Court,16/01/2014 15:00:00,177,235,Actual
Dame Court,16/01/2014 16:00:00,136,233,Actual
Dame Court,16/01/2014 17:00:00,240,312,Actual
Dame Court,16/01/2014 18:00:00,189,254,Actual
Dame Court,16/01/2014 19:00:00,137,198,Actual
Dame Court,16/01/2014 20:00:00,136,198,Actual
Dame Court,16/01/2014 21:00:00,165,217,Actual
Dame Court,16/01/2014 22:00:00,80,133,Actual
Dame Court,16/01/2014 23:00:00,99,92,Actual
Grafton St at Card Gallery,16/01/2014 00:00:00,305,403,Actual
Grafton St at Card Gallery,16/01/2014 01:00:00,193,210,Actual
Grafton St at Card Gallery,16/01/2014 02:00:00,215,183,Actual
Grafton St at Card Gallery,16/01/2014 03:00:00,249,197,Actual
Grafton St at Card Gallery,16/01/2014 04:00:00,266,124,Actual
Grafton St at Card Gallery,16/01/2014 05:00:00,65,99,Actual
Grafton St at Card Gallery,16/01/2014 06:00:00,192,379,Actual
Grafton St at Card Gallery,16/01/2014 07:00:00,620,1166,Actual
Grafton St at Card Gallery,16/01/2014 08:00:00,1535,2402,Actual
Grafton St at Card Gallery,16/01/2014 09:00:00,1086,1306,Actual
Grafton St at Card Gallery,16/01/2014 10:00:00,1391,1488,Actual
Grafton St at Card Gallery,16/01/2014 11:00:00,2017,2087,Actual
Grafton St at Card Gallery,16/01/2014 12:00:00,2846,2595,Actual
Grafton St at Card Gallery,16/01/2014 13:00:00,3779,3626,Actual
Grafton St at Card Gallery,16/01/2014 14:00:00,3022,2791,Actual
Grafton St at Card Gallery,16/01/2014 15:00:00,2916,2668,Actual
Grafton St at Card Gallery,16/01/2014 16:00:00,3135,2820,Actual
Grafton St at Card Gallery,16/01/2014 17:00:00,4911,3565,Actual
Grafton St at Card Gallery,16/01/2014 18:00:00,4062,3274,Actual
Grafton St at Card Gallery,16/01/2014 19:00:00,2963,2392,Actual
Grafton St at Card Gallery,16/01/2014 20:00:00,1923,1781,Actual
Grafton St at Card Gallery,16/01/2014 21:00:00,1129,1140,Actual
Grafton St at Card Gallery,16/01/2014 22:00:00,439,539,Actual
Grafton St at Card Gallery,16/01/2014 23:00:00,372,603,Actual
Grafton St at M&S,16/01/2014 00:00:00,333,320,Actual
Grafton St at M&S,16/01/2014 01:00:00,215,199,Actual
Grafton St at M&S,16/01/2014 02:00:00,231,128,Actual
Grafton St at M&S,16/01/2014 03:00:00,246,178,Actual
Grafton St at M&S,16/01/2014 04:00:00,230,102,Actual
Grafton St at M&S,16/01/2014 05:00:00,52,90,Actual
Grafton St at M&S,16/01/2014 06:00:00,223,395,Actual
Grafton St at M&S,16/01/2014 07:00:00,473,1234,Actual
Grafton St at M&S,16/01/2014 08:00:00,1335,2123,Actual
Grafton St at M&S,16/01/2014 09:00:00,1119,1583,Actual
Grafton St at M&S,16/01/2014 10:00:00,1184,1397,Actual
Grafton St at M&S,16/01/2014 11:00:00,1894,2029,Actual
Grafton St at M&S,16/01/2014 12:00:00,2867,2815,Actual
